"author_name","category","per_curiam","case_name","date_filed","federal_cite_one","year_filed","scdb_id","stingsAsFactors"
"justice stewart","majority",FALSE,"Dutton v. Evans",1970-12-15,"400 U.S. 74",1970,"1970-013",FALSE
"justice blackmun","concurring",FALSE,"Dutton v. Evans",1970-12-15,"400 U.S. 74",1970,"1970-013",FALSE
"justice marshall","dissenting",FALSE,"Dutton v. Evans",1970-12-15,"400 U.S. 74",1970,"1970-013",FALSE
"justice alito","majority",FALSE,"Nichols v. United States",2016-04-04,"136 S. Ct. 1113",2016,"2015-046",FALSE
"justice stevens","majority",FALSE,"Public Serv. Comm'n of NY v. Mid-Louisiana Gas Co.",1983-06-28,"463 U.S. 319",1983,"1982-144",FALSE
"justice white","dissenting",FALSE,"Public Serv. Comm'n of NY v. Mid-Louisiana Gas Co.",1983-06-28,"463 U.S. 319",1983,"1982-144",FALSE
"justice rehnquist","majority",FALSE,"Jones v. North Carolina Prisoners' Labor Union, Inc.",1977-06-23,"433 U.S. 119",1977,"1976-163",FALSE
"justice burger","concurring",FALSE,"Jones v. North Carolina Prisoners' Labor Union, Inc.",1977-06-23,"433 U.S. 119",1977,"1976-163",FALSE
"justice marshall","dissenting",FALSE,"Jones v. North Carolina Prisoners' Labor Union, Inc.",1977-06-23,"433 U.S. 119",1977,"1976-163",FALSE
"justice scalia","majority",FALSE,"Lambrix v. Singletary",1997-05-12,"520 U.S. 518",1997,"1996-053",FALSE
"justice stevens","dissenting",FALSE,"Lambrix v. Singletary",1997-05-12,"520 U.S. 518",1997,"1996-053",FALSE
"justice o'connor","second_dissenting",FALSE,"Lambrix v. Singletary",1997-05-12,"520 U.S. 518",1997,"1996-053",FALSE
"justice white","majority",FALSE,"Thermtron Products, Inc. v. Hermansdorfer",1976-01-21,"423 U.S. 336",1976,"1975-028",FALSE
"justice rehnquist","dissenting",FALSE,"Thermtron Products, Inc. v. Hermansdorfer",1976-01-21,"423 U.S. 336",1976,"1975-028",FALSE
"justice marshall","majority",FALSE,"Shell Oil Co. v. Iowa Dept. of Revenue",1988-11-08,"488 U.S. 19",1988,"1988-004",FALSE
"justice stevens","majority",FALSE,"Martinez v. California",1980-03-03,"444 U.S. 277",1980,"1979-018",FALSE
"justice souter","majority",FALSE,"Boulware v. United States",2008-03-03,"552 U.S. 421",2008,"2007-022",FALSE
"justice rehnquist","majority",FALSE,"Laird v. Nelms",1972-10-10,"406 U.S. 797",1972,"1971-131",FALSE
"justice stewart","dissenting",FALSE,"Laird v. Nelms",1972-10-10,"406 U.S. 797",1972,"1971-131",FALSE
"justice blackmun","majority",FALSE,"RJ Reynolds Tobacco Co. v. Durham County",1986-12-09,"479 U.S. 130",1986,"1986-011",FALSE
"justice stevens","majority",FALSE,"Cardinal Chemical Co. v. Morton Int'l, Inc.",1993-05-17,"508 U.S. 83",1993,"1992-069",FALSE
"justice scalia","concurring",FALSE,"Cardinal Chemical Co. v. Morton Int'l, Inc.",1993-05-17,"508 U.S. 83",1993,"1992-069",FALSE
"justice thomas","majority",FALSE,"Heimeshoff v. Hartford Life & Accident Ins. Co.",2013-12-16,"134 S. Ct. 604",2013,"2013-010",FALSE
"justice rehnquist","majority",FALSE,"California v. Brown",1987-01-27,"479 U.S. 538",1987,"1986-030",FALSE
"justice o'connor","concurring",FALSE,"California v. Brown",1987-01-27,"479 U.S. 538",1987,"1986-030",FALSE
"justice brennan","dissenting",FALSE,"California v. Brown",1987-01-27,"479 U.S. 538",1987,"1986-030",FALSE
"justice blackmun","second_dissenting",FALSE,"California v. Brown",1987-01-27,"479 U.S. 538",1987,"1986-030",FALSE
"justice stevens","majority",FALSE,"Briscoe v. LaHue",1983-03-07,"460 U.S. 325",1983,"1982-041",FALSE
"justice brennan","dissenting",FALSE,"Briscoe v. LaHue",1983-03-07,"460 U.S. 325",1983,"1982-041",FALSE
"justice marshall","second_dissenting",FALSE,"Briscoe v. LaHue",1983-03-07,"460 U.S. 325",1983,"1982-041",FALSE
"justice stevens","dissenting",TRUE,"Izumi Seimitsu Kogyo Kabushiki Kaisha v. US Philips Corp.",1993-11-30,"510 U.S. 27",1993,"1993-005",FALSE
"justice kennedy","majority",FALSE,"Lawrence v. Texas",2003-06-26,"539 U.S. 558",2003,"2002-083",FALSE
"justice o'connor","concurring",FALSE,"Lawrence v. Texas",2003-06-26,"539 U.S. 558",2003,"2002-083",FALSE
"justice scalia","dissenting",FALSE,"Lawrence v. Texas",2003-06-26,"539 U.S. 558",2003,"2002-083",FALSE
"justice thomas","second_dissenting",FALSE,"Lawrence v. Texas",2003-06-26,"539 U.S. 558",2003,"2002-083",FALSE
"justice brennan","dissenting",TRUE,"Demosthenes v. Baal",1990-06-03,"495 U.S. 731",1990,"1989-092",FALSE
"justice brennan","majority",FALSE,"Seatrain Shipbuilding Corp. v. Shell Oil Co.",1980-02-20,"444 U.S. 572",1980,"1979-035",FALSE
"justice rehnquist","majority",FALSE,"Hustler Magazine, Inc. v. Falwell",1988-02-24,"485 U.S. 46",1988,"1987-035",FALSE
"justice white","concurring",FALSE,"Hustler Magazine, Inc. v. Falwell",1988-02-24,"485 U.S. 46",1988,"1987-035",FALSE
"justice blackmun","majority",FALSE,"Mathews v. Lucas",1976-06-29,"427 U.S. 495",1976,"1975-164",FALSE
"justice stevens","dissenting",FALSE,"Mathews v. Lucas",1976-06-29,"427 U.S. 495",1976,"1975-164",FALSE
"justice thomas","majority",FALSE,"Smith v. Robbins",2000-01-19,"528 U.S. 259",2000,"1999-023",FALSE
"justice stevens","dissenting",FALSE,"Smith v. Robbins",2000-01-19,"528 U.S. 259",2000,"1999-023",FALSE
"justice souter","second_dissenting",FALSE,"Smith v. Robbins",2000-01-19,"528 U.S. 259",2000,"1999-023",FALSE
"justice marshall","dissenting",TRUE,"Zant v. Stephens",1982-05-03,"456 U.S. 410",1982,"1981-086",FALSE
"justice powell","second_dissenting",TRUE,"Zant v. Stephens",1982-05-03,"456 U.S. 410",1982,"1981-086",FALSE
"justice thomas","majority",FALSE,"Holywell Corp. v. Smith",1992-02-25,"503 U.S. 47",1992,"1991-034",FALSE
"justice rehnquist","majority",FALSE,"Neder v. United States",1999-06-10,"527 U.S. 1",1999,"1998-068",FALSE
"justice stevens","concurring",FALSE,"Neder v. United States",1999-06-10,"527 U.S. 1",1999,"1998-068",FALSE
"justice rehnquist","dissenting",TRUE,"Hughes v. Rowe",1980-11-10,"449 U.S. 5",1980,"1980-002",FALSE
"justice marshall","majority",FALSE,"Federal Energy Administration v. Algonquin SNG, Inc.",1976-06-17,"426 U.S. 548",1976,"1975-133",FALSE
"justice white","majority",FALSE,"United States v. Thirty-Seven Photographs",1971-06-14,"402 U.S. 363",1971,"1970-097",FALSE
"justice black","dissenting",FALSE,"United States v. Thirty-Seven Photographs",1971-06-14,"402 U.S. 363",1971,"1970-097",FALSE
"justice scalia","majority",FALSE,"Gonzalez v. Crosby",2005-06-23,"545 U.S. 524",2005,"2004-070",FALSE
"justice breyer","concurring",FALSE,"Gonzalez v. Crosby",2005-06-23,"545 U.S. 524",2005,"2004-070",FALSE
"justice stevens","dissenting",FALSE,"Gonzalez v. Crosby",2005-06-23,"545 U.S. 524",2005,"2004-070",FALSE
"justice burger","majority",FALSE,"Lynch v. Donnelly",1984-03-05,"465 U.S. 668",1984,"1983-048",FALSE
"justice o'connor","concurring",FALSE,"Lynch v. Donnelly",1984-03-05,"465 U.S. 668",1984,"1983-048",FALSE
"justice brennan","dissenting",FALSE,"Lynch v. Donnelly",1984-03-05,"465 U.S. 668",1984,"1983-048",FALSE
"justice blackmun","second_dissenting",FALSE,"Lynch v. Donnelly",1984-03-05,"465 U.S. 668",1984,"1983-048",FALSE
"justice rehnquist","majority",FALSE,"Tollett v. Henderson",1973-04-17,"411 U.S. 258",1973,"1972-094",FALSE
"justice marshall","dissenting",FALSE,"Tollett v. Henderson",1973-04-17,"411 U.S. 258",1973,"1972-094",FALSE
"justice powell","majority",FALSE,"In Re Primus",1978-05-30,"436 U.S. 412",1978,"1977-092",FALSE
"justice blackmun","concurring",FALSE,"In Re Primus",1978-05-30,"436 U.S. 412",1978,"1977-092",FALSE
"justice rehnquist","dissenting",FALSE,"In Re Primus",1978-05-30,"436 U.S. 412",1978,"1977-092",FALSE
"justice souter","majority",FALSE,"Breuer v. Jim's Concrete of Brevard, Inc.",2003-05-19,"538 U.S. 691",2003,"2002-053",FALSE
"justice black","majority",FALSE,"United Transportation Union v. Michigan Bar",1971-04-05,"401 U.S. 576",1971,"1970-070",FALSE
"justice rehnquist","majority",FALSE,"United States v. X-Citement Video, Inc.",1994-11-29,"513 U.S. 64",1994,"1994-006",FALSE
"justice stevens","concurring",FALSE,"United States v. X-Citement Video, Inc.",1994-11-29,"513 U.S. 64",1994,"1994-006",FALSE
"justice scalia","dissenting",FALSE,"United States v. X-Citement Video, Inc.",1994-11-29,"513 U.S. 64",1994,"1994-006",FALSE
"justice white","majority",FALSE,"Silkwood v. Kerr-McGee Corp.",1984-01-11,"464 U.S. 238",1984,"1983-016",FALSE
"justice blackmun","dissenting",FALSE,"Silkwood v. Kerr-McGee Corp.",1984-01-11,"464 U.S. 238",1984,"1983-016",FALSE
"justice powell","second_dissenting",FALSE,"Silkwood v. Kerr-McGee Corp.",1984-01-11,"464 U.S. 238",1984,"1983-016",FALSE
"justice stewart","majority",FALSE,"Ocala Star-Banner Co. v. Damron",1971-02-24,"401 U.S. 295",1971,"1970-049",FALSE
"justice white","concurring",FALSE,"Ocala Star-Banner Co. v. Damron",1971-02-24,"401 U.S. 295",1971,"1970-049",FALSE
"justice scalia","majority",FALSE,"Wyoming v. Houghton",1999-04-05,"526 U.S. 295",1999,"1998-043",FALSE
"justice breyer","concurring",FALSE,"Wyoming v. Houghton",1999-04-05,"526 U.S. 295",1999,"1998-043",FALSE
"justice stevens","dissenting",FALSE,"Wyoming v. Houghton",1999-04-05,"526 U.S. 295",1999,"1998-043",FALSE
"justice burger","majority",FALSE,"United States v. Lee",1982-02-23,"455 U.S. 252",1982,"1981-040",FALSE
"justice stevens","concurring",FALSE,"United States v. Lee",1982-02-23,"455 U.S. 252",1982,"1981-040",FALSE
"justice scalia","majority",FALSE,"Carden v. Arkoma Associates",1990-02-27,"494 U.S. 185",1990,"1989-037",FALSE
"justice o'connor","dissenting",FALSE,"Carden v. Arkoma Associates",1990-02-27,"494 U.S. 185",1990,"1989-037",FALSE
"justice stewart","majority",FALSE,"Radzanower v. Touche Ross & Co.",1976-06-07,"426 U.S. 148",1976,"1975-110",FALSE
"justice stevens","dissenting",FALSE,"Radzanower v. Touche Ross & Co.",1976-06-07,"426 U.S. 148",1976,"1975-110",FALSE
"justice rehnquist","majority",FALSE,"Kissinger v. Reporters Comm. for Freedom of Press",1980-03-03,"445 U.S. 136",1980,"1979-049",FALSE
"justice kennedy","majority",FALSE,"Yarborough v. Alvarado",2004-06-01,"541 U.S. 652",2004,"2003-064",FALSE
"justice o'connor","concurring",FALSE,"Yarborough v. Alvarado",2004-06-01,"541 U.S. 652",2004,"2003-064",FALSE
"justice breyer","dissenting",FALSE,"Yarborough v. Alvarado",2004-06-01,"541 U.S. 652",2004,"2003-064",FALSE
"justice white","majority",FALSE,"Puerto Rico Aqueduct and Sewer Authority v. Metcalf & Eddy, Inc.",1993-01-12,"506 U.S. 139",1993,"1992-012",FALSE
"justice blackmun","concurring",FALSE,"Puerto Rico Aqueduct and Sewer Authority v. Metcalf & Eddy, Inc.",1993-01-12,"506 U.S. 139",1993,"1992-012",FALSE
"justice stevens","dissenting",FALSE,"Puerto Rico Aqueduct and Sewer Authority v. Metcalf & Eddy, Inc.",1993-01-12,"506 U.S. 139",1993,"1992-012",FALSE
"justice stevens","majority",FALSE,"Bowen v. American Hospital Assn.",1986-06-09,"476 U.S. 610",1986,"1985-101",FALSE
"justice white","dissenting",FALSE,"Bowen v. American Hospital Assn.",1986-06-09,"476 U.S. 610",1986,"1985-101",FALSE
"justice o'connor","second_dissenting",FALSE,"Bowen v. American Hospital Assn.",1986-06-09,"476 U.S. 610",1986,"1985-101",FALSE
"justice marshall","majority",FALSE,"United States v. Mitchell",1983-06-27,"463 U.S. 206",1983,"1982-140",FALSE
"justice powell","dissenting",FALSE,"United States v. Mitchell",1983-06-27,"463 U.S. 206",1983,"1982-140",FALSE
"justice brennan","majority",FALSE,"City of Lakewood v. Plain Dealer Publishing Co.",1988-06-17,"486 U.S. 750",1988,"1987-118",FALSE
"justice white","dissenting",FALSE,"City of Lakewood v. Plain Dealer Publishing Co.",1988-06-17,"486 U.S. 750",1988,"1987-118",FALSE
"justice souter","majority",FALSE,"Abuelhawa v. United States",2009-05-26,"556 U.S. 816",2009,"2008-060",FALSE
"justice stevens","majority",FALSE,"United States v. Addonizio",1979-06-04,"442 U.S. 178",1979,"1978-109",FALSE
"justice rehnquist","majority",FALSE,"Fair Assessment in Real Estate Assn., Inc. v. McNary",1981-12-01,"454 U.S. 100",1981,"1981-008",FALSE
"justice brennan","concurring",FALSE,"Fair Assessment in Real Estate Assn., Inc. v. McNary",1981-12-01,"454 U.S. 100",1981,"1981-008",FALSE
"justice white","majority",FALSE,"Landers v. National Railroad Passenger Corporation",1988-04-27,"485 U.S. 652",1988,"1987-069",FALSE
"justice o'connor","majority",FALSE,"Melkonyan v. Sullivan",1991-06-10,"501 U.S. 89",1991,"1990-099",FALSE
"justice souter","majority",FALSE,"Raleigh v. Illinois Dept. of Revenue",2000-05-30,"530 U.S. 15",2000,"1999-067",FALSE
"justice white","majority",FALSE,"Minnesota v. Olson",1990-04-18,"495 U.S. 91",1990,"1989-067",FALSE
"justice stevens","concurring",FALSE,"Minnesota v. Olson",1990-04-18,"495 U.S. 91",1990,"1989-067",FALSE
"justice souter","concurring",TRUE,"Duncan v. Henry",1995-01-23,"513 U.S. 364",1995,"1994-020",FALSE
"justice stevens","dissenting",TRUE,"Duncan v. Henry",1995-01-23,"513 U.S. 364",1995,"1994-020",FALSE
"justice stevens","majority",FALSE,"Newport News Shipbuilding & Dry Dock Co. v. EEOC",1983-06-20,"462 U.S. 669",1983,"1982-122",FALSE
"justice rehnquist","dissenting",FALSE,"Newport News Shipbuilding & Dry Dock Co. v. EEOC",1983-06-20,"462 U.S. 669",1983,"1982-122",FALSE
"justice rehnquist","majority",FALSE,"Daniels v. Williams",1986-01-21,"474 U.S. 327",1986,"1985-024",FALSE
"justice blackmun","concurring",FALSE,"Daniels v. Williams",1986-01-21,"474 U.S. 327",1986,"1985-024",FALSE
"justice white","majority",FALSE,"Marshall v. Barlow's, Inc.",1978-05-23,"436 U.S. 307",1978,"1977-088",FALSE
"justice stevens","dissenting",FALSE,"Marshall v. Barlow's, Inc.",1978-05-23,"436 U.S. 307",1978,"1977-088",FALSE
"justice o'connor","majority",FALSE,"United States v. Shabani",1994-11-01,"513 U.S. 10",1994,"1994-003",FALSE
"justice white","majority",FALSE,"United States v. Cartwright",1973-05-07,"411 U.S. 546",1973,"1972-108",FALSE
"justice stewart","dissenting",FALSE,"United States v. Cartwright",1973-05-07,"411 U.S. 546",1973,"1972-108",FALSE
"justice white","majority",FALSE,"Minnesota v. Murphy",1984-02-22,"465 U.S. 420",1984,"1983-040",FALSE
"justice marshall","dissenting",FALSE,"Minnesota v. Murphy",1984-02-22,"465 U.S. 420",1984,"1983-040",FALSE
"justice breyer","majority",FALSE,"Philip Morris USA v. Williams",2007-02-20,"549 U.S. 346",2007,"2006-017",FALSE
"justice stevens","dissenting",FALSE,"Philip Morris USA v. Williams",2007-02-20,"549 U.S. 346",2007,"2006-017",FALSE
"justice thomas","second_dissenting",FALSE,"Philip Morris USA v. Williams",2007-02-20,"549 U.S. 346",2007,"2006-017",FALSE
"justice souter","majority",FALSE,"McCreary County v. American Civil Liberties Union of Ky.",2005-06-27,"545 U.S. 844",2005,"2004-078",FALSE
"justice o'connor","concurring",FALSE,"McCreary County v. American Civil Liberties Union of Ky.",2005-06-27,"545 U.S. 844",2005,"2004-078",FALSE
"justice scalia","dissenting",FALSE,"McCreary County v. American Civil Liberties Union of Ky.",2005-06-27,"545 U.S. 844",2005,"2004-078",FALSE
"justice burger","majority",FALSE,"California Human Resources Dept. v. Java",1971-04-26,"402 U.S. 121",1971,"1970-090",FALSE
"justice douglas","concurring",FALSE,"California Human Resources Dept. v. Java",1971-04-26,"402 U.S. 121",1971,"1970-090",FALSE
"justice stevens","majority",FALSE,"Crandon v. United States",1990-02-27,"494 U.S. 152",1990,"1989-036",FALSE
"justice scalia","concurring",FALSE,"Crandon v. United States",1990-02-27,"494 U.S. 152",1990,"1989-036",FALSE
"justice kennedy","majority",FALSE,"Presley v. Etowah County Comm'n",1992-01-27,"502 U.S. 491",1992,"1991-030",FALSE
"justice stevens","dissenting",FALSE,"Presley v. Etowah County Comm'n",1992-01-27,"502 U.S. 491",1992,"1991-030",FALSE
"justice o'connor","majority",FALSE,"Denton v. Hernandez",1992-05-04,"504 U.S. 25",1992,"1991-067",FALSE
"justice stevens","dissenting",FALSE,"Denton v. Hernandez",1992-05-04,"504 U.S. 25",1992,"1991-067",FALSE
"justice rehnquist","majority",FALSE,"Oregon v. Kennedy",1982-05-24,"456 U.S. 667",1982,"1981-098",FALSE
"justice powell","concurring",FALSE,"Oregon v. Kennedy",1982-05-24,"456 U.S. 667",1982,"1981-098",FALSE
"justice scalia","majority",FALSE,"New York v. Hill",2000-01-12,"528 U.S. 110",2000,"1999-016",FALSE
"justice white","majority",FALSE,"United States v. Giordano",1974-05-13,"416 U.S. 505",1974,"1973-100",FALSE
"justice white","majority",FALSE,"FPC v. Conway Corp.",1976-06-07,"426 U.S. 271",1976,"1975-114",FALSE
"justice scalia","majority",FALSE,"Comcast Corp. v. Behrend",2013-03-27,"133 S. Ct. 1426",2013,"2012-031",FALSE
"justice ginsburg","dissenting",FALSE,"Comcast Corp. v. Behrend",2013-03-27,"133 S. Ct. 1426",2013,"2012-031",FALSE
"justice rehnquist","majority",FALSE,"Butterworth v. Smith",1990-03-21,"494 U.S. 624",1990,"1989-053",FALSE
"justice scalia","concurring",FALSE,"Butterworth v. Smith",1990-03-21,"494 U.S. 624",1990,"1989-053",FALSE
"justice white","dissenting",TRUE,"California v. Rooney",1987-09-21,"483 U.S. 307",1987,"1986-148",FALSE
"justice thomas","majority",FALSE,"Hughes Aircraft Co. v. Jacobson",1999-01-25,"525 U.S. 432",1999,"1998-021",FALSE
"justice burger","majority",FALSE,"Duke Power Co. v. Carolina Environmental Study Group, Inc.",1978-06-26,"438 U.S. 59",1978,"1977-140",FALSE
"justice rehnquist","concurring",FALSE,"Duke Power Co. v. Carolina Environmental Study Group, Inc.",1978-06-26,"438 U.S. 59",1978,"1977-140",FALSE
"justice marshall","concurring",TRUE,"Johnson v. New York State Ed. Dept.",1972-11-20,"409 U.S. 75",1972,"1972-011",FALSE
"justice burger","majority",FALSE,"CIA v. Sims",1985-04-16,"471 U.S. 159",1985,"1984-078",FALSE
"justice black","majority",FALSE,"Baird v. State Bar of Ariz.",1971-02-23,"401 U.S. 1",1971,"1970-033",FALSE
"justice white","dissenting",FALSE,"Baird v. State Bar of Ariz.",1971-02-23,"401 U.S. 1",1971,"1970-033",FALSE
"justice blackmun","second_dissenting",FALSE,"Baird v. State Bar of Ariz.",1971-02-23,"401 U.S. 1",1971,"1970-033",FALSE
"justice breyer","majority",FALSE,"O'NEAL v. McAninch",1995-02-21,"513 U.S. 432",1995,"1994-023",FALSE
"justice thomas","dissenting",FALSE,"O'NEAL v. McAninch",1995-02-21,"513 U.S. 432",1995,"1994-023",FALSE
"justice sotomayor","majority",FALSE,"Chase Bank USA, N. A. v. McCoy",2011-01-24,"131 S. Ct. 871",2011,"2010-012",FALSE
"justice rehnquist","dissenting",TRUE,"Philadelphia Newspapers, Inc. v. Jerome",1978-01-09,"434 U.S. 241",1978,"1977-020",FALSE
"justice o'connor","majority",FALSE,"Landon v. Plasencia",1982-11-15,"459 U.S. 21",1982,"1982-004",FALSE
"justice scalia","majority",FALSE,"Printz v. United States",1997-06-27,"521 U.S. 898",1997,"1996-095",FALSE
"justice o'connor","concurring",FALSE,"Printz v. United States",1997-06-27,"521 U.S. 898",1997,"1996-095",FALSE
"justice stevens","dissenting",FALSE,"Printz v. United States",1997-06-27,"521 U.S. 898",1997,"1996-095",FALSE
"justice souter","second_dissenting",FALSE,"Printz v. United States",1997-06-27,"521 U.S. 898",1997,"1996-095",FALSE
